Name,Ratings,Review,Cost(₹)
Jagdeep Sharma,1.0 out of 5 stars,"
Hi, Think thousand time before buying. One calm night i was cuddling in jaipuri blanket while enjoying youtube on this expensive machine. Cold night and little excitement created electrostatic charge which spike though spaceBar button. that's how it went to deep sleep forever. Nothing can bring it back and i am in no mood in spending another fortune on this machine. Apple, of you (i)care, this is the least of security feature included in all electronic devices. And the best part, it was a week after Warranty expiration date.
",63990.0
Vignesh,4.0 out of 5 stars,"
Got the Apple Macbook air on amazon discount sale.1) The OS is smooth and is a breeze to work with. Ships with macOS sierra but update is available to macOS mojave2) The design and build quality, as you can expect from an apple product is top notch.3) Excellen sound quality, keyboard.Cons:1) 128GB may be low incase you want to have movies and media in your laptop.You need to carry around a hard disk that kind of nullifies the advantage of having a light weight laptop.2) Display resolution is not exactly upto the mark
",63990.0
Capt Mitesh Gulati,3.0 out of 5 stars,"
White line coming on screen in just three months of purchase from amazon. Doubting the quality of the products sold on amazon
",63990.0
varun,4.0 out of 5 stars,"
I use this for music production and it works awesome..however the display is not so good as it should have been in a 63k laptop
",63990.0
Vishal Surani,1.0 out of 5 stars,"
Never purchase any Apple products. I bought 3 and start giving problems just after 6 months. I need to visit 4 times service station which is far 12 km. Again MacBook start acting dead after 6 more months. Mean a top priced laptop giving problems in every 6 months.I have good experiences with other brands of laptops. I hope this comment can help to save somebody’s money.
",63990.0
Sumit,5.0 out of 5 stars,"
Good purchase of mineBest for programming...Only some heating issues...but can be ignored!!
",63990.0
Chirag khushalani,1.0 out of 5 stars,"
I bought MacBook air in 2017, it was working fine till last month. It suddenly stopped charging I took it apple care and was shocked to hear the feedback. They told me that the motherboard is dead and i have to buy a new motherboard. The cost was 50k ( i bought at 53k in 2017). We buy Apple products because they are meant to be long-lasting. I am really disappointed and would prefer other companies next time. They earn extra money from selling an extended warranty.
",63990.0
Rumi,1.0 out of 5 stars,"
I bought it last year from Amazon during Sale. It worked well for on year and then suddenly stopped working. I am unable to switch it on. I took it to service centre and they told that the logic board has to be replaced. The cost is around 45000. I am helpless. I dont want to invest more into that. I used the laptop very carefully but I think Amazon sent a defected piece on sale.
",63990.0
Vivek,5.0 out of 5 stars,"
All are Gud.. For now..
",63990.0
ganesh,2.0 out of 5 stars,"
Bought it on 9th July, stopped working / not turning power on by 4th Nov. Adding to this disappointment is - Apple's refusal to repair it under warranty stating that there is corrosion in Logic Board. Amazon also did not help. The seller - Appario - does not like to be bothered with it. Sometimes I wonder if buying electronics online is a good idea!
",63990.0
AKSHAY,1.0 out of 5 stars,"
It worked only for a year. A year + 1 day it stopped working and apple has the worst customer service.No solutions
",63990.0
Raj,1.0 out of 5 stars,"
Bought this MacBook for 51K in 2018 and 2 weeks back my laptop stopped working without the adaptor even at 100% I went to the Apple Store and they informed me that the logic board had corrosion and it would cost me 42K to get it replaced. Just after my warranty of a year expired, this issue came up. Highly not recommended. This was a defective piece and very conveniently Amazon/Apple sold a product that would last more than a year (the warranty) time just to have customers pay almost just as much to fix the laptop. I was major fan of Apple and its products but now I am really disheartened. I hate what happened. Cannot spend a dime on any Apple product ever again. PLEASE read this review before buying the product. Amazon/Apple PLEASE SELL BETTER PRODUCTS AND DO NOT PLAY WITH CUSTOMERS AND THEIR MONEY
",63990.0
Tanish Singh,4.0 out of 5 stars,"
Apple,apple,apple, thats the first thing that must have flashed in you mind when you saw this product, so here i have a total breif review on the laptop...***Pros***4k Video Editing with Final Cut Pro X on this thing works like butter, there is heating issue that i am going to go to apple service center to get it checkedEveryday works like checking mail and is just gr8The Battery is just OVERPOWERED, works for around 11-12 hours on continuous work and 8-9 hours when editingThe graphics card scores 30 fps in cinebench which is not that badThe performance is also fine, 280 cb processor score on cinebenchSpeakers are really good with perfect bassDisplay brightness is 300 nits, which is fineThe Wi-Fi is extremely good, can get a network even from the living room while the router is in the bedroomVery thin and lightweightMacOS is good for School work if you know all the office applications for mac, for eg.Pages is WordMagSafe 2 is the best partGood Trackpad and Keyboard with backlightThe Storage is fast!, thanks to the M.2 based SSD!***Cons***Display, though the resolution is fairly good for a 13.3 inch display, the viewing angle is not appropriate for a 84k laptopGets heated up (Going to get it checked by apple support). Cooling not appropriate for this cpu, need a better thermal paste and fanRam management on MacOS Mojave is not good, 8 GBs of memory is not well distributed among all tasks running in backgroundMacOS is not made for gaming, you need to boot camp on this mac with Windows if you are really a hard-core gamerIntel HD integrated graphics at the price???, god damn it apple (Though its not bad, have seen GeForce 940MX at the same price)No Force trackpadBezels are way too thick in today's standardsNo thunderbolt 3 or Usb CCan't detect Android Devices until Android Device Explorer is installedThe Storage is less! (128 GB, will upgrade to 256 GB in a few years)***My Verdict***This devices is for them who want Battery and Power, and people who want to do Video Editing on Final Cut Pro X, if anyone has a heat up issue than you should Call apple Support and visit one service center immediately to get your laptop checked! Though the graphics is OK from my view, apple could have given better graphics like the radeon vega 8 graphics or Intel Iris Plus or Pro for a laptop that is so expensive! Everything else is Great! And MacOS is not that hard, i easily use both my Lenovo Gaming PC and my apple macbook air easily! Go for it if you are in the criteria I explained above! For hard-core video editing I would recommend atleast an iMac 4k or MacBook Pro Base Model because of its cooling Fan structure, Better Graphics and CPU! This Air is enough to edit 4k60fps videos but will slow down a bit in 5k60fps! While exporting the 4k60fps video the CPU and GPU went up to 104 degrees, this is the reason i am going to apple support! Thank You if you read the whole review because I spent a lot of time writing this!*Update on 8 Oct, 2019*Apple service did nothing, so I thought of doing my own service! Yes, I changed the thermal paste and dusted the fan, now, everything is running even better than ever, even the heating issua is solved! Now while exporting a 4k 60 fps video, it's just around 80 degrees, hence no thermal throttling, Yay!
",63990.0
Abhra Roy Choudhury,5.0 out of 5 stars,"
There's a reason why people vouch for Mac books and I doubt it out now.... Excellent build quality, not only if the laptop but also of the accessories, the battery life is good, and sound is awesome. The look and feel of the product is just excellent. A 5 star in every aspect.
",63990.0
Ayush Sinha,4.0 out of 5 stars,"
Thanks to amazon for superb timeliness and hassle-free delivery. Original item received. Properly packed for safety and kudos to the exchange offer i got it in somewhat lesser price. Still there are a few things or two like the caps lock key is being non responsive sometimes which might not be amazon's fault but still..its amazon who is in between. Overall the product is good. I'm fully satisfied with the performance and battery life. It actually gives upto 12 hours of battery life while you do small modular works.
",63990.0
charanpreet,5.0 out of 5 stars,"
The sheer fluidic response on this machine is simply awesome. Totally worth every penny.Even though I use Windows in my office for programming but this machine is a beast when it comes to performance. Zero lag, super fast reboot. Got it at a good deal for 47k.
",63990.0
Vivek,5.0 out of 5 stars,"
excellent product with good exchange price... I like product and service
",63990.0
Amazon Customer,1.0 out of 5 stars,"
In 3 Days of Use The Laptop stopped working and not powering on.
",63990.0
Anunay Agnihotri,1.0 out of 5 stars,"
My experience was little bitter in a sense that for my Mac, USB port is not working. Took my newly bought Mac to Apple Service centre. they have checked and come up with comment ""USB port is not working"". However I believe they might have tried all possible option of software upgrade, iTunes upgrade etc, cable shuffle to work out but nothing works well. so Returning this machine and looking after replacing it with correct one.
",63990.0
Vinod Satpute,1.0 out of 5 stars,"
I bought it last year from Amazon during Sale. It  suddenly stopped working twice in span of 1.5 yrs. I am unable to switch it on. After three months of purchase, I took it to service centre and they told that the logic board has to be replaced. The cost is around 45000. Luckily it was in the warranty. Now again after a eight month of replacement, it's dead again. I am helpless. I dont want to invest more into that. I used the laptop very carefully but I think Amazon sent a defected piece on sale.
",63990.0
Abha Tiwari,5.0 out of 5 stars,"
 There is nothing to dislike about this machine. I'm sold by her looks, sleek and grace. It is not user friendly specially because i've had my hands on the black laptops forever but i'm getting around. I purchased Apple MacBook last year in December and it's been a pretty awesome experience. I love the MacOS applications. The keyboard is a delight to work in the dark. I have no issues with the sound quality! As a single user machine ,she never disappoints. Battery life is as mentioned. But to be very honest , I bought this machine because it adds to my collection of awesome gadgets. And I bought it because I could, I am so grateful! I love Apple products. They make for good show off, they look unique and stand out. This machine has been one of my best investments and technology acquired. So proud of her.
",63990.0
Anil Verma,4.0 out of 5 stars,"
Amazing product,best for high computational work and programming.
",63990.0
Riya,1.0 out of 5 stars,"
Stopped working before I could repay the EMI's. Just after the warranty expired, the laptop refused to turn on. Apple repair center asks Rs 43000 for spare part. I am throwing it in trash and never buying an apple product again.
",63990.0
Airabat-India,1.0 out of 5 stars,"
I purchased this product in February 2018 from Amazon. The power button started giving problems in end-May 2019. The computer just would not startup. I scanned the Net for such problems.  A lot of work arounds: push the Start button+ shift button etc. This worked for a few days. Then such work around too stopped working at all - the computed refused to start-up once shut down. Surprisingly, I ran the computer diagnostics on the Macbook, and the diagnostics program could not find any defect! I was surprised that even if the program could not find a defect on the computer, yet the computer once shut down would not start up.Secondly, finding a  Macbook authorised service center too is an onerous task in India. The Service center informed me that there is a problem with the mother board. And it needs to be replaced. Wow! Next time I would stick to my windows notebook, would never purchase a Macbook again!
",63990.0
Ravi Rao,1.0 out of 5 stars,"
For a full year until the warranty was valid, this MacBook Air worked like a charm. Then it died. No response to power button. No internal mechanical movement. The laptop is just dead. I gave it for repair at an Apple authorized service center and they told me it was a failed Power Section and IC. I paid Rs. 13,300 for replacement and service charge of these parts only for the laptop to run fine for a couple of days and then die out in th same way. The dealer says I would have to pay the same amount to get the parts replaced again with no guarantees that the issue won't turn up again. Never trusting an Apple product again. For such a rich money hogging brand, they offer the shoddiest quality of service and products ever.
",63990.0
V S CHAUHAN,1.0 out of 5 stars,"
Was shocked to received a defective Apple MacBook. The device was not booting. Amazon was prompt in sending service Engineer, who certified the item defective. This item was replaced with a brand new MacBook as per Amazon policy. However to my dismay, this new MacBook also had a similar defect, which was again certified by the service Engineer. Apple is the world leader in laptops, and what amazes me is the 'QC' or the lack of it.Finally I had to request Amazon to refund the amount, which they did.
",63990.0
Amazon Customer,1.0 out of 5 stars,"
It did not run properly for even a week...it is on service centre from 20 days
",63990.0
Dhruva Sagar,5.0 out of 5 stars,"
I purchased this for my mother, she is a prolific writer / poet and spends a ton of time on computers these days as a result. She has had fairly bad experiences with build quality, frequent hardware issues with other brands in the past and so wanted a good sturdy sleak laptop, this was a perfect  fit for her, especially now that the price was reasonably low and discounted, it was a no-brainer.
",63990.0
Tushar,1.0 out of 5 stars,"
Do not go after brand. You can get pretty good configuration in this price. My MacBook is dead after 1 year when I kept it in cupboard for 2 weeks without use. Don't know how much I have to spend now ..
",63990.0
Amazon Customer,3.0 out of 5 stars,"
I wanted to purchase the product in no cost EMI as what was displayed, but due to amazon internal error I had to purchase it on one go, so bit unsatisfied with amazon. Rest the product was good.
",63990.0
AKSHAY,1.0 out of 5 stars,"
It worked only for a year. A year + 1 day it stopped working and apple has the worst customer service.No solutions
",63990.0
Raj,1.0 out of 5 stars,"
Bought this MacBook for 51K in 2018 and 2 weeks back my laptop stopped working without the adaptor even at 100% I went to the Apple Store and they informed me that the logic board had corrosion and it would cost me 42K to get it replaced. Just after my warranty of a year expired, this issue came up. Highly not recommended. This was a defective piece and very conveniently Amazon/Apple sold a product that would last more than a year (the warranty) time just to have customers pay almost just as much to fix the laptop. I was major fan of Apple and its products but now I am really disheartened. I hate what happened. Cannot spend a dime on any Apple product ever again. PLEASE read this review before buying the product. Amazon/Apple PLEASE SELL BETTER PRODUCTS AND DO NOT PLAY WITH CUSTOMERS AND THEIR MONEY
",63990.0
Tanish Singh,4.0 out of 5 stars,"
Apple,apple,apple, thats the first thing that must have flashed in you mind when you saw this product, so here i have a total breif review on the laptop...***Pros***4k Video Editing with Final Cut Pro X on this thing works like butter, there is heating issue that i am going to go to apple service center to get it checkedEveryday works like checking mail and is just gr8The Battery is just OVERPOWERED, works for around 11-12 hours on continuous work and 8-9 hours when editingThe graphics card scores 30 fps in cinebench which is not that badThe performance is also fine, 280 cb processor score on cinebenchSpeakers are really good with perfect bassDisplay brightness is 300 nits, which is fineThe Wi-Fi is extremely good, can get a network even from the living room while the router is in the bedroomVery thin and lightweightMacOS is good for School work if you know all the office applications for mac, for eg.Pages is WordMagSafe 2 is the best partGood Trackpad and Keyboard with backlightThe Storage is fast!, thanks to the M.2 based SSD!***Cons***Display, though the resolution is fairly good for a 13.3 inch display, the viewing angle is not appropriate for a 84k laptopGets heated up (Going to get it checked by apple support). Cooling not appropriate for this cpu, need a better thermal paste and fanRam management on MacOS Mojave is not good, 8 GBs of memory is not well distributed among all tasks running in backgroundMacOS is not made for gaming, you need to boot camp on this mac with Windows if you are really a hard-core gamerIntel HD integrated graphics at the price???, god damn it apple (Though its not bad, have seen GeForce 940MX at the same price)No Force trackpadBezels are way too thick in today's standardsNo thunderbolt 3 or Usb CCan't detect Android Devices until Android Device Explorer is installedThe Storage is less! (128 GB, will upgrade to 256 GB in a few years)***My Verdict***This devices is for them who want Battery and Power, and people who want to do Video Editing on Final Cut Pro X, if anyone has a heat up issue than you should Call apple Support and visit one service center immediately to get your laptop checked! Though the graphics is OK from my view, apple could have given better graphics like the radeon vega 8 graphics or Intel Iris Plus or Pro for a laptop that is so expensive! Everything else is Great! And MacOS is not that hard, i easily use both my Lenovo Gaming PC and my apple macbook air easily! Go for it if you are in the criteria I explained above! For hard-core video editing I would recommend atleast an iMac 4k or MacBook Pro Base Model because of its cooling Fan structure, Better Graphics and CPU! This Air is enough to edit 4k60fps videos but will slow down a bit in 5k60fps! While exporting the 4k60fps video the CPU and GPU went up to 104 degrees, this is the reason i am going to apple support! Thank You if you read the whole review because I spent a lot of time writing this!*Update on 8 Oct, 2019*Apple service did nothing, so I thought of doing my own service! Yes, I changed the thermal paste and dusted the fan, now, everything is running even better than ever, even the heating issua is solved! Now while exporting a 4k 60 fps video, it's just around 80 degrees, hence no thermal throttling, Yay!
",63990.0
Abhra Roy Choudhury,5.0 out of 5 stars,"
There's a reason why people vouch for Mac books and I doubt it out now.... Excellent build quality, not only if the laptop but also of the accessories, the battery life is good, and sound is awesome. The look and feel of the product is just excellent. A 5 star in every aspect.
",63990.0
Ayush Sinha,4.0 out of 5 stars,"
Thanks to amazon for superb timeliness and hassle-free delivery. Original item received. Properly packed for safety and kudos to the exchange offer i got it in somewhat lesser price. Still there are a few things or two like the caps lock key is being non responsive sometimes which might not be amazon's fault but still..its amazon who is in between. Overall the product is good. I'm fully satisfied with the performance and battery life. It actually gives upto 12 hours of battery life while you do small modular works.
",63990.0
charanpreet,5.0 out of 5 stars,"
The sheer fluidic response on this machine is simply awesome. Totally worth every penny.Even though I use Windows in my office for programming but this machine is a beast when it comes to performance. Zero lag, super fast reboot. Got it at a good deal for 47k.
",63990.0
Vivek,5.0 out of 5 stars,"
excellent product with good exchange price... I like product and service
",63990.0
Amazon Customer,1.0 out of 5 stars,"
In 3 Days of Use The Laptop stopped working and not powering on.
",63990.0
Anunay Agnihotri,1.0 out of 5 stars,"
My experience was little bitter in a sense that for my Mac, USB port is not working. Took my newly bought Mac to Apple Service centre. they have checked and come up with comment ""USB port is not working"". However I believe they might have tried all possible option of software upgrade, iTunes upgrade etc, cable shuffle to work out but nothing works well. so Returning this machine and looking after replacing it with correct one.
",63990.0
Vinod Satpute,1.0 out of 5 stars,"
I bought it last year from Amazon during Sale. It  suddenly stopped working twice in span of 1.5 yrs. I am unable to switch it on. After three months of purchase, I took it to service centre and they told that the logic board has to be replaced. The cost is around 45000. Luckily it was in the warranty. Now again after a eight month of replacement, it's dead again. I am helpless. I dont want to invest more into that. I used the laptop very carefully but I think Amazon sent a defected piece on sale.
",63990.0
A Raj Medhavi ,1.0 out of 5 stars,"
Not satisfied, purchased on Mar 2018, it was working well, now getting off suddenly  , went to apple service center but they are asking 45-50k and stating that it's motherboard problem.  Who will pay this much for repair, pls guide
",63990.0
Aravind S,1.0 out of 5 stars,"
Don't buy for the pride or quality advertised. The lapot keyboard failed just 2 days after the warrenty period. Service cost was 19,000. So I backed out and was using a USB keyboard. Now the whole system is not switching On. Took to local service center it has costed me 3,500 to just make it work again and still will cost more to make the keyboard replaced. Truly gutted. I have my HP laptop pro book almost 9 years old still running without any issues. Was planning to buy an IPhone but surely not after this. Deeply sad by the experience.
",63990.0
Ashutosh Bakshi,3.0 out of 5 stars,"
Good Performance. Though it heats up often despite all Software Updates.
",63990.0
Suresh babu m,5.0 out of 5 stars,"
Always apple is the best product.build quality and software works together.u can’t use this one for media purposes.its one time investment for office use.
",63990.0
Mirchi,2.0 out of 5 stars,"
Everything was fine until one fateful day, the laptop decided not to work! When I checked with Apple service centre, they are telling logic board to be replaced and it costs 45k! Since I did not purchase any additional warranty, neither I cannot repair this nor cannot leave just like thatSurprisingly the fault happened after few months of 1year warranty with no sign of faulty behavior until that last day!If you are Apple Fan buy with additional warranty else buy some other laptop
",63990.0
Yogesh Chandra Pant,5.0 out of 5 stars,"
After using Windows Operating system for the past 10+ years, I switched to Mac. The switch was inspired by the awesome reviews I got from my friends. I must say that they were all real and that the device and the tech is so very impressive. Be it the design,  be it the processing speed, be it the battery life......all are way ahead than that of a Windows device. I am satisfied to get the marvel of a tech in my hands. It is saving my time every now and then as I am stricken with an idea to pen a couplet, short story or poem.....I simply open the lid, note the idea and then simply close it....no need of shutting the OS down everytime. Working perfectly.
",63990.0
Amit ,1.0 out of 5 stars,"
One of the worst product i have ever bought. The screen will get fade out after the end of the product warranty. You wouldn't have any option rather taking the laptop to service center. You would have to bear a huge cost for that.. around 15k to 25+k.. which means you need to buy a brand new laptop.In one word, ""Waste of Money"".
",63990.0
Lokesh Naik,1.0 out of 5 stars,"
Be careful while buying electronic products through Amazon.I bought this macbook for 56k on March 2018. After 1.5 years of usage, the display stopped working for no reason. The device never had any accidental drop or shock while I was using it through these years. The service center guy told me it would cost around 41k for screen replacement. Now I'm left with no option.If you are buying, I suggest you to buy it along with a protection plan or any extended warranty.
",63990.0
Vivek,5.0 out of 5 stars,"
MacBook Air is excellent. The build is super strong, the operating systems runs smooth. The trackpad and keyboard are great. The only thing that can be improved is its screen (the visuals). Not as good as expected. The hard disk is too small but if you carry an external hard disk you can solve that problem. Got it at the price of a Dell Windows laptop during Amazon sale. A great deal.
",63990.0
