Name,Ratings,Review,Cost(₹)
Aashish A,1.0 out of 5 stars,"
Pros:- Looks- Good & high output speaker- Clear voice through earpiece- Internet speedCons:- Battery life (Won't last even half a day in normal usage)- The apps/page keeps going to the back page because of the curved display screen when one holds the phone normally (in normal usage)
",27800.0
digvijay,5.0 out of 5 stars,"
Never saw more beautiful phoneScreen quality is like ki bas dekhte hi rahoSingle Camera Dual cameras ka baap haiBattery is okay Normal use gives 12-15 how often backupNo heating No hangSurvived a fall from 6ft on concreteYou'll never regret for a second after purchasing this phone
",27800.0
S Chakravorty,4.0 out of 5 stars,"
Clarity and quality of sound is outstanding. The curved display coupled with the clarity of the vibrant images takes the phone to the next level.Camera is unmatched in performance excellent low light imagery and slo mo feature is too good.Battery endurance could have been better as even after moderate usage and ensuring minimum brightness and apps running the battery doesnt last a day. In fact my other  phone, Samsung Galaxy On Max (more than one year old) gives a full day of battery endurance comfortably after moderate to heavy usage. However, apart from battery endurance of the S 9, balance features more than compensate for this shortcomning.Processor speed is like space age technology. This phone with a 4gb RAM handles data far better and faster tgan devices with 6gb RAM.Worthwhile buy
",27800.0
SoftRock,5.0 out of 5 stars,"
Have been using Samsung premium phones for 6 years now, my phones have serviced me well over 3 years and I value the build quality and regular updates from Samsung. These phones have provided me good resale value with fair condition I maintain. Have bought this one for my son, who has been on IPhone for last 4 years. He likes the phone and is getting used to Android world. His only option was to buy  a samsung top line if he were to switch from iPhone eco system to Android. If you a 're looking for a premium category don't think twice, close your eyes and buy a premium Samsung. I am also using a 38 months old Samsung Note 5 and hasn't troubled me one single day. Even now it always shows 1.8 GB RAM  free out of 4 GB. I use it extensively for business including social, emails, excel files and tons of other apps. No lag and no hangups. My next one will again be a SAMSUNG.
",27800.0
Shravan SP,4.0 out of 5 stars,"
amazing phone!only 3 downsides I've found after 3 months of using it...1) heavy multitasking is weak because of the limited 4gb of RAM2) UI stutters a little, very rarely!3) display has the usual OLED tint when viewed from side...battery is good for its size, but if battery is one for your primary requirements, skip this one! it lasts one day with light usage but with heavy usage, it'll drain fast.. mid-range phones with weaker processor and bigger battery provide better endurance...also, if you take portrait photography, this one doesn't have the dept sensing live focus effects...leaving these downsides aside, it's a perfect phone for everyday use with very fast and smooth functioning, amazing camera and great display!
",27800.0
Zenith Gajendra,5.0 out of 5 stars,"
Ohk the phone is awesome no doubt about it. First I like to say that through deal and exchange I got it for around 36000 for the 256 gb version that's why it is more awesome and value for money. I have decided to buy one plus 6 but I am not regretting it anyway by buying this instead because this phn might not be a champion in everything (none of the phn in the market are) but you can say it's a jack of all trades. It's almost a full package phnPros-Camera-9/10(pixel is still the winner)Performance 9/10UI- 8/10Display -10/10 (the best in the market)Stereo speaker-9/10Call quality-10/10Water proofHeapphn jackIncludes a sexy akg earphoneWireless chargingI got it for 35000 so value for money for meCons-Finger print sensor- not the fastest-7/10Charging- battery is mediocre-7/10Front camera-7/10Bixby button is annoyingThe phn is a solid performer you won't get the snappy feeling of oneplus or any other stalk android experience with this rather it's fast but some what gentle and mature kind of fast it's follow gently to your finger not like rapidly. If you get this phn for a deal and writhin- 35000 - 42000 it's worth or I else go for oneplusAnd last of all this phn is handy and more usable than other larger device
",27800.0
atul garg,2.0 out of 5 stars,"
Cons.1.Battery not as good ,2. akg earpods are not the best ones ,3.phone sound quality is like a old chinese phone if you remember the loud ones4.Fast charging takes 1.5 hours5.phone Looks are not premium , dont choose black one6.no tempered glass available7.bixby button is uselessPros.1.best camera2.better than others in the market i got it for 45000 for 128gb storwge varient3.still the best display
",27800.0
User ,2.0 out of 5 stars,"
I was a one plus 5t user so far and purchased this during exchange offer a week ago. After a week use, I am disappointed again(last disappointment  was S7 edge which developed pink lines). The phone heats up for no reason and batter performance is pathetic as it hardly last for half day with mild to moderate usage. Most of the features is worthless without good battery backup as then you have to close most of good features it provide to save battery. Bixby is waste of space and feature in Samsung. I do not see a future or Samsung if they continue to make such bad decisions in their flagship phones. Nite: I have not updated the OS fearing the battery drainage will become worse as I have read from users experience.
",27800.0
Sachin Kumar,5.0 out of 5 stars,"
Had a dream to buy a current year's flagship, didn't even think of buying it (but S8 on Flip :D) but a couple of days ago b4 buying it in TGIF sale, I saw a great deal on it n I was like wtf?? Thank u so u much Amazon for this miracle... Got it for 37k :)The phone is truly awesome in every way whether u see it's camera, display, multitasking or anything except for its feature called 'selective focus' that sucks with difficult-shaped objects.. I even get good battery life.N for those who want to keep it safe, the best case for it is none other than Rhinoshield's Solidsuit with Carbon fibre. It is just more than terrific! Haven't figured out which tempered glass is suitable for it as whenever I apply any, the touch sensitivity sucks due to its curved screen which should have been flat as I don't think there is any use of it, So using it with PET flim. Overall, one of the best things I have ever bought online.
",27800.0
Bharadwaj,5.0 out of 5 stars,"
I have upgraded from OP3 to S9, and boy, it was a great pain to send off the OP3 after 2 years of excellent experience. I had my fears regarding Samsung OS since I am quite used to Oxygen OS. But I was totally impressed by the beautiful UI and thoughtful features (especially edge gestures). The UI transitions seem a little slow, but that can be changed in settings.The phone is not created for the enthusiastic and experimenting developers out there. But it sure impresses anyone who holds it, mainly due to the screen quality and beautiful UI. The camera too is awesome, especially in lowlight due to the changing aperture.But battery life is an issue, it hardly lasts a day with heavy usage and comfortably lasts for the day with moderate usage. Fast charging is a myth in Samsung if one has ever used OP devices. Even wireless charging is quite slow.But overall, it was a steal deal for me since I got it in republic day sale for 32.8K with OP3 exchange offer. For any price more than OP6T it is totally not worth it.
",27800.0
Ankit,2.0 out of 5 stars,"
Had problems communicating via calling apps such as whatsapp and facebook messenger. The person on the other side could only hear a crackling noise instead of coherent sentences. Especially during video calls. A quick google search indicates that other people too were facing the same problems. It's rather disappointing that a flagship phonr had such basic issues. Thankfully the product could be returned due to non availability of replacement.
",27800.0
Eli Moon,4.0 out of 5 stars,"
Love the Galaxy S series. Always have been a fan of it cause of the screen quality and the hardware it offers. Samsung always had the best display and now with the awesome camera with slow motion, it is even better (best use the slow motion in brightly lit area). Battery life is excellent but there is lot of bloatware which is always a bit of disappointment for Samsung product.Finally Samsung has adopted the dual speaker thus removing one of its drawbacks. Sound quality is excellent with its dual speaker along with the akg headsets makes this phone a good music box should you choose it.The only disappointment for me is that the speed as I checked my phone in the AnTuTu and got about 24 to 26. Here is hoping that Samsung gets the speed up and it will be one of the best out there.Shout out to Amazon for an excellent offer as I bought the 128gb variant for only 29k.
",27800.0
sidharth hk,5.0 out of 5 stars,"
Absolutely worth for money. Especially the AKG sound effects is just amazing compared to all the other competing phones in the same category. Picture and Speed is up to the mark. Camera not that brilliant as compared to iPhone X.Only demerit I find is the Bixby button (which is unnecessary for most of us) and the battery life when compared to OnePlus 6 or 6T.
",27800.0
Chethan Sharma,3.0 out of 5 stars,"
Screen Quality and Camera is awesome, nothing can beat it.Battery life totally sucks. 2 charge per day is needed.Software yet to be optimised, need more useful shortcuts and useful features.
",27800.0
Debabrata Podder,1.0 out of 5 stars,"
except battery evrything  fine, i am charging my phone twice a day, my suggestion is not to buy
",27800.0
manohar,1.0 out of 5 stars,"
I bought it in march 2019 ,with in 3 months the coating of finger print sensor has gone and now  it is looking worst . Samsung care said this is due to sweat . i dont know  how a premium phone  that to water resistant  cant sustain the sweat. that to i am using it in shillong where you cant get sweat . mobile gets super heating when charging even in Airplane mode or in switchoff condition ,camera  stops working some times and battery backup is worst still in samsung premium phone .these phone is for show off not for use .
",27800.0
Manish Kumar Pandey,1.0 out of 5 stars,"
Display is dead on first day. Irony is that I can’t replace phone as I am out of India with phone. When will return replacement warranty will be over.  Third class service by seller and amazon.  After paying 45 k I have a dead phone with no international warranty.
",27800.0
JCK,3.0 out of 5 stars,"
To be precise and shortPicture quality: Very goodSound quality: ExcellentBattery life: Extremely poorI cannot believe Samsung is not providing enough battery to handle the hardware this phone has. Cannot even get through the day with a full charge and moderate usage. Samsung's software is also very resource hungry which makes the phone drain faster. Don't even think of having the QHD resolution and adaptive brightness enabled.What were Samsung thinking when they designed this phone. Very disappointedHoping Samsung would optimize their software to reduce the battery consumption. 😣
",27800.0
Naveed Ahmed,5.0 out of 5 stars,"
Simply its a best phone... The only draw back is battery life but you can save that by putting it into ultra power saving mode.One can not compare its camera and display quality with any other manufacturers.I just bought this becuase of its form factor its so easy to access with one hand and no doubt the design is too good. Its bit pricy when you compare with other brands but you can own this if its on Sale for less than 45k.
",27800.0
none,5.0 out of 5 stars,"
I got the device for a good prize during the sale. The device hardware is excellent. I like the camera. However, I think Samsung could have used a less heavy UI. The device has features not present in many phones in this range like the headphone jack,and a sd card slot. I think you should compare carefully before buying, and it's definitely not something to buy if you're on a tight budget. You should consider buying if you don't mind paying extra for top quality.
",27800.0
kadir khan,1.0 out of 5 stars,"
Worst phone ever gets heat up very quickly moreover Amazon is not ready to replace it battery is like hell it gets empty in 2 hours
",27800.0
Amazon Customer,5.0 out of 5 stars,"
With a fantastic screen and superb camera, this device is simply awesome. I got this device for Rs 34000 with offers(exchange and cash on card) during the diwali sale. Its been a month since i have been using this device and i am extremely satisfied with this device. The only drawback is the battery with is 3000 mAH. I was previously using a phone with 4000 mAH so i could last a day without charge but with this i need to charge it a second time. But i am an extremely heavy user and spend 2 hours at least on youtube per day. But the charging is really quick. 20% to full charge takes 90 mins.Extremely quick and efficient delivery by Amazon. Thanks for this device.
",27800.0
Saurabh,1.0 out of 5 stars,"
I am very disappointed as i received a defected s9....battery is draining very fast...screen is heating like an oven...disturbance in speakers....amazon really u made me fell distrusted as i was ur regular customer
",27800.0
Amazon Customer,4.0 out of 5 stars,"
Best camera,Best selfieBest slow motion videoDisplay top notchBattery really smallLast for 12 or less hoursBattery management not work well,Standby discharge is 2 % per hourGPS drain battery like anythingDual sim reduce battery a lotScreen consumes most of battery .So if you want anything which last for more than 12 hours this is not your phoneBut if you need topnotch camera , and video, and photo  , this is the best among allBetter than any iPhone or pixel
",27800.0
Adarsh Pandey ,1.0 out of 5 stars,"
Very thirdclass phone, heating problem, it heats so much if i watch videos on youtube or download something, and samsung care people say its normal, sometimes i cannot even hold the phone in my hand because of over heating... never purchase this phone ever on amazon, they say amazon sends refurbished phone or defected phone thats why this happens..
",27800.0
Amazon Customer,4.0 out of 5 stars,"
Writing the review after 8 months of use.1. Performance - good. Lack of ram is surely showing its toll my old phones where mi A1 and one plus 3. Compared to them this phone is better than A1 but not as good as oneplus 3.2. Camera - very good.Low light could have been better but still very good camera. Dynamic range is good. Colors are over saturated but still I like it.3. Build quality- top notch.Heee no notch but build quality is very good.4. Display - the best.Samsung s and note series has the best display no complaint here except sometimes it is difficult to distinguish between black and grey. This is a known issue for amoled and oled displays.5. Battery life - below average.I consider average battery as the one which u stand a full business day. So in other words with my moderated to heavy usage I charge the phone 3 times a day. Hence battery life is not good.Overall a decent phone, but now there are better options.
",27800.0
vishnu,4.0 out of 5 stars,"
One of the best options even in 2019. No intruding notch, no irritatingly slow on-display FR, no big screen, very light weight, great camera, powerful speakers, goodies in box, the best display, great performance.....overall it's a phone with everything in right proportions.
",27800.0
Amazon Customer,2.0 out of 5 stars,"
After a month of usage i see grainules on the screen and the phone hangs. The display fail to work inspite of repeated restart. i had to replace the screen, battery and water resistant belt.technical team at samsung had no clue how n why this happened.
",27800.0
Atal Choudhary,5.0 out of 5 stars,"
First of all my review goes like this...😑I mean wtf is this phone, at my first sight i got relieved that i didn't bought one plus 6 or iphone 8 because (👇)Fellas it's all about the curved screen that seems like a totally different thing and feels like you've been paid off.And after using the phone for 1 month.... comparatively to one plus/iphone. Actually  they are not even its competitors,So without a second doubt buy & see for yourself the smartness of galaxy S9
",27800.0
Ameya L.,4.0 out of 5 stars,"
It has great screen. The super amoled display looks amazing, you will notice the difference if you are coming from lcd display phone right away. Camera is really great. Only cons for this phone is the battery capacity which is backed up by quick charging and low RAM and Storage space than other options.
",27800.0
SAURABH S.,1.0 out of 5 stars,"
People who know me know that I have exhaustive usage of mails and office related work.This mobile does not hold either battery or the RAM to handle heavy work.Forget other details it's not able to search contacts.Some times it takes as long as 30 sec to search a name.
",27800.0
Amazon Customer,1.0 out of 5 stars,"
Poor battery, hang problem, only camera is good but not an extraordinary  . At less price we have tons of options with good battery backup and camera, I will suggest never buy s9 ,they are making fool. Samsung can't improve
",27800.0
Amazon Customer,5.0 out of 5 stars,"
Battery life is 14-16 hrs depending on usage. Brilliant screen and camera! Superb low light and indoor capabilities. Outdoor photography is top notch.No potrait mode but multiple apps are available for a potrait or bokeh mode.Screen quality is easily the best I have seen. Watching videos movies is immersive because of the curved edges.Design, built quality and colour is fantastic.Earphones, 128gb capacity and a free transparent case makes this is a must buy for 44k.
",27800.0
Risshee Rajkumar,5.0 out of 5 stars,"
Everything is so good about the phone you will wonder why do people buy iPhone. Excellent build quality, great camera and what a stereo speaker.Great job Samsung and not to forget Jeff Bezos. What a man.
",27800.0
Abhilash Bomanwar,1.0 out of 5 stars,"
It's been 9 months that I'm using this particular piece and all I can say it heats up a lot even after short usage time and the battery sucks I need to charge this phone 3 times a day.the camera is good but at this price point one would definitely go for one plus phones because of their durability and battery life..the face recognition and iris scanner is also slower than one plus phone..maybe samsung is outdated and still providing a small processor and ram in their phones..with its net on the phones battery lasts hardly 4 and half hour..no issues with amazon delivery..
",27800.0
Naman Pathak,5.0 out of 5 stars,"
great looking, great feel, and a great experience using the phone. the phone has everything, except a good battery life. (lets be grateful it doesn't explodes :P :D )if compared to one plus 6t, the phone lacks only in battery, charging and is a little slow, but not that it would disappoint you.keeping both the phones in front, you'll notice S9 first-thats the impression it makes. High end games work very smooth. the build quality, UI, and screen are better than 0ne plus anytime. and its waterproof as well.AKG earphones in the box is awesome. Wireless charging is a big add on (u can use wireless charging power bank)over all, a brilliant phone in this budget.
",27800.0
Amazon Customer,5.0 out of 5 stars,"
Amazing phone with great Camera and UI. Battery life of this totally depends on which mode do you use and how much do you stay on screen, for myself it's  about 8 hours as I'm a student and be on phone most of the time . And Sound quality has been Improved by Samsung and Samsung also installed one more speaker which is better than S8.
",27800.0
Godwin,5.0 out of 5 stars,"
Display,  design, performance make this phone stands out from crowd but battery drains very easily especially using @ quadhd mode. This drawback is backed with quickcharge 3.0 really a lunch eating time is enough to charge it from 60 to 95 percent. Camera is good with good amount of details  but u can't compare it with pixel cameras, they r all astonishing.
",27800.0
Rabbani,5.0 out of 5 stars,"
The one phone u r looking for under a budget of 40000 to 50000.HighlightsCameraRamInternal memorySlow motion videosEdge screenSizeThe only regret is battery life not too bad but battery drains while using data. But charges up quickly
",27800.0
Prasanna,2.0 out of 5 stars,"
Very much dissatisfied  with the product as it have very week signal strength & very bad battery life. Even Amazon did not keep up the promise of return policy. I had raised many complaints  but Amazon did not take that seriously & now I am thinking that j have mad a wrong decision purchasing this product through Amazon.
",27800.0
Mel,4.0 out of 5 stars,"
Very good. Only thing is battery life is not as good as some other brands but I expected that.  It also gets hot. Got it on a big sale period so i think i got value for the money. Doesn't hang so far, good camera
",27800.0
Amazon Customer,3.0 out of 5 stars,"
Battery life and overall performance is pathetic, specially related to calls. Have complained Amazon, but they have asked to wait 24 hours. Let's see..
",27800.0
K.S.Aniruddha,5.0 out of 5 stars,"
Awesome phone. Loving it :) :)Fits in hand perfectly, camera is great, screen quality is super perfect, sound is great, battery life is not that great but the other super features over compensates this.The best phone to switch if you are looking for good screen, design, camera and sound.
",27800.0
Deepti,1.0 out of 5 stars,"
Not sure if my piece is defective or its a problem with the s9 but the phone hangs/slows down a LOT. The screen brightness is terrible and the battery doesnt even last half a day. Very dissapointed. The only positive is the camera
",27800.0
Betsy Sarah varghese,4.0 out of 5 stars,"
Overall a good performer....Sometimes gets overheated.....very much... That's a really big disadvantage at this specific price point.....Main camera better than iPhone....but Front Camera better in iPhone.....Battery backup is good for a day, not great...Edge screen doesn't have much grip even for skin especially tempered glass
",27800.0
GAURAV KESHARWANI,3.0 out of 5 stars,"
Worst battery  not even work for 9 hrs,  even a cheaper  phone in range of 7000 to 10000 have much better battery than it
",27800.0
Shanmugam,5.0 out of 5 stars,"
Phone looks premium with fast processor. Camera quality is also excellent. Except for the battery life everything is top notch. Samsung might be playing it safe with smaller battery and slow charger because of those notorious battery fires.
",27800.0
Mohamed,3.0 out of 5 stars,"
Phone looks good. Battery is worse than I thought . 4hours continous usage drains 100%Face recognization needs an update
",27800.0
Amazon Customer,1.0 out of 5 stars,"
This is the worst product from Samsung. Automatically getting turned off frequently. Battery draining continuously
",27800.0
Navaneethakrishnan S,4.0 out of 5 stars,"
Camera, screen, performance, sound output, build quality & look everything is damn perfect. Battery is a big flop which keeps the phone running just for 10-12 hrs in moderate usage with screen on time of 3hrs. Only relaxation in battery is the fast charger.
",27800.0
Amazon Customer,3.0 out of 5 stars,"
Samsung galaxy 8, 9 or the next I guess 10 look all the same. Little differences better camera on the spec sheet. This is my first ever Samsung but it could've been better with a 5000mah battery or at least a 4500mah
",27800.0
Kaser,1.0 out of 5 stars,"
Samsung is selling explosive S9 mobile phone which is overheating and about to BLAST. Samsung is making BOMB which can destroy our family if BLAST. Shame on Samsung for making such BOMB.
",27800.0
Nishanth,5.0 out of 5 stars,"
I got this phone in republic sale for 35k with exchange. And this is worth every penny. I had a onePlus phone. The one UI of Samsung is way better than the oneplus' oxygen os. No issues with the phone so far. Only concern is the battery. Lasts only one day as it is 3000mAh. When it comes to camera quality no phone is better than samsung. It was a good deal and I love this phone
",27800.0
manish,1.0 out of 5 stars,"
The original cable is replaced with low grade Cable.I was shown original by friend.It is sold on discount and we fall another worry is duplicate battery of phone which I cannot verify.Beware of the fraud.
",27800.0
Ravi,5.0 out of 5 stars,"
Quite fluid and best in class. I am adjusting in using an android after continually using iphones. S9 looks to be promising in terms of quality and usability. And anyway, Samsung's camera is awesome!
",27800.0
sanchit,5.0 out of 5 stars,"
Screen quality is the most eye catching factor of this device, as samsung has the best screens in the market.Camera is impressive especially the low light photos are the second best after pixel.Stereo sound with dolby atmos sounds like a sweet melody to ur ears... Amazing sound.Battery life is too early to review right now as its been only 2 weeks though i dont have high hopes.
",27800.0
Manoj0746,1.0 out of 5 stars,"
Battery last for inly 7hrs for normal usage with mobile network!
",27800.0
vamsi,4.0 out of 5 stars,"
Touch was really awesome. S9 was far better than one plus 6t, I used both of them since My wife had one plus 6t.Picture quality is as good as  iPhone, It's a premium mobile.Battery  could be better.
",27800.0
Amazon Customer,3.0 out of 5 stars,"
Received 2 days after the delivery date but the device is pretty good.Battery life is ok not great I have to keep the power saving mode turned every day even when the battery is fully chargedCamera is good as expected from SamsungSound is ok not greatDisplay is awesomeSome flaws here and there but overall nice package .
",27800.0
alivenawesome,5.0 out of 5 stars,"
Everything matched to my expectations except a little bit concern on battery backup. Not a great issue. Battery backup is good. But could have been better. And also I am not getting the best out of the camera. Don't know why. May be I need to spend some time with it to use the settings properly.
",27800.0
Rahul Sachdev,1.0 out of 5 stars,"
All thought it's only been little more than a month the product breaks down number of times. It often hangs and stored numbers automatically gets deleted.
",27800.0
Amazon Customer,2.0 out of 5 stars,"
Not a good phone at all .I have one plus which is far better than this one...has a lot of lagg and very slow processing and not a great camera not the picture quality
",27800.0
Rushyanth,5.0 out of 5 stars,"
Can't say much as the phone is awesome I'm every way compact compared to other huge phone and super screen although that's to be expected but one down side is the 🔋 it goes out in the middle of the day as I watch YouTube continuously which is a bummer
",27800.0
Amiteshwar,4.0 out of 5 stars,"
Got it for around 43k. It is the absolute best phone in its class. The display is mind blowing and so are the stereo speakers and the build quality. Battery life is sketchy but I've read it gets better with use.Edit: Battery life does not get better. I am getting barely 2:30 hours of screen on time.
",27800.0
Amazon Customer,5.0 out of 5 stars,"
After almost 9 months of use can say am very happy with this phone. Amazing camera quality. Good battery life...goes for a day even after heavy use.
",27800.0
Vishwa,1.0 out of 5 stars,"
Worst battery life.Very bad graphics during game...it's lags to render the images during intense games
",27800.0
Harman,4.0 out of 5 stars,"
S9 is a good buy. A phone that you can rely upon. Even after six months of usage the phone is going great.Cons are in the battery and Ram, however it is acceptable.Overall a great buy
",27800.0
Ridando,5.0 out of 5 stars,"
I just fell in love at first sight with this device!!!Superb camera both front and rearGreat sound from the stereo speakerBuild quality is excellentScreen quality is world classGreat job Samsung India and thanks a lot Amazon India
",27800.0
MD ZAFRUL HODA ANSARI,5.0 out of 5 stars,"
I have already galaxy S9+, I have purchased this for my brother in law, I am the big fan of Samsung galaxy S series and Note series. Really S9 and S9+ is killer phone. Just go for it.
",27800.0
jasleen ,1.0 out of 5 stars,"
worst product.they claim it to be waterproof, but it is not.i am trying to charge this phone for last 2 days, but it is still showing moisture detected, although it never got wet.
",27800.0
mustansir moiz najmi,1.0 out of 5 stars,"
Product received on Time with all Accessories in the box as Expected.Battery performance is very poor
",27800.0
Amazon Customer,1.0 out of 5 stars,"
Mobile not dropped but still screen got damaged in purseThe outer glass also intactWhen called the helpline executive told that it can happen as edge screen very delicate
",27800.0
Amazonian,5.0 out of 5 stars,"
Can’t give a techie lowdown on the product but is an amazing phone with ample storageGood speed and bought it at a steal
",27800.0
prashant pandey,5.0 out of 5 stars,"
No other phone I have used seen or tried felt this great, the performance is awesome, the screen is awesome, I just have to say this is the best phone till s10 gets released xD
",27800.0
